"","Sampletype","Calibtype","Calibnum","Sampnum","SampleID","Rep","Temp","Pressure","cycle","time","18","X28","X32","X40","N2.Ar","O2.Ar","N2 Off/On","O2 Off/On","Ar Off/On","X__1","Notes","nar","O2ar","watdensv","osat1v","nsatv","arsatv","narsatv","O2arsatv","coef1","coef2","narcalc","arcoef1","arcoef2","arconc","nconc","O2conc","O2arcalc"
"1","Samp",NA,NA,1,"16","A",24,759.968,76283,1899-12-31 11:34:24,-5.901995e-11,-8.234828e-10,-3.609881e-10,-3.700988e-11,22.250358,9.753812,NA,NA,NA,NA,NA,22.250358,9.753812,0.997295114271538,8.41755967302179,14.0316995651798,0.515276460772445,27.2314002936308,16.3360066175022,27.0201592498352,0,27.0201592498352,0.557970368382531,24805973.0392261,0.557052302297066,12.3946131508339,8.60293365526873,15.4677860242465
"2","Samp",NA,NA,1,"34","A",24,760.222,76587,1899-12-31 11:38:36,-5.773143e-11,-8.284774e-10,-3.494215e-10,-3.728909e-11,22.217692,9.370609,NA,NA,NA,NA,NA,22.217692,9.370609,0.997295114271538,8.42045837736526,14.0365315770758,0.515453903424823,27.2314002936308,16.3360066175022,27.0201592498352,0,27.0201592498352,0.557970368382531,24805973.0392261,0.557045376221333,12.3762625989097,8.32728276146633,14.8600952047136
"3","Samp",NA,NA,1,"44","A",24,760.222,76813,1899-12-31 11:41:44,-5.687662e-11,-8.336259e-10,-3.489806e-10,-3.756391e-11,22.192207,9.290318,NA,NA,NA,NA,NA,22.192207,9.290318,0.997295114271538,8.42045837736526,14.0365315770758,0.515453903424823,27.2314002936308,16.3360066175022,27.0201592498352,0,27.0201592498352,0.557970368382531,24805973.0392261,0.557038559043823,12.3619150092822,8.31677539723851,14.7327681650216
"4","Samp",NA,NA,1,"Prosp","A",24,760.222,77073,1899-12-31 11:45:20,-5.61153e-11,-8.300273e-10,-3.505625e-10,-3.735499e-11,22.219983,9.384623,NA,NA,NA,NA,NA,22.219983,9.384623,0.997295114271538,8.42045837736526,14.0365315770758,0.515453903424823,27.2314002936308,16.3360066175022,27.0201592498352,0,27.0201592498352,0.557970368382531,24805973.0392261,0.55704374150771,12.3775024665577,8.35447464757189,14.8823188802719
"5","Samp",NA,NA,1,"56","A",24,760.222,77233,1899-12-31 11:47:33,-5.583726e-11,-8.333612e-10,-3.691565e-10,-3.716443e-11,22.423587,9.933062,NA,NA,NA,NA,NA,22.423587,9.933062,0.997295114271538,8.42045837736526,14.0365315770758,0.515453903424823,27.2314002936308,16.3360066175022,27.0201592498352,0,27.0201592498352,0.557970368382531,24805973.0392261,0.557048468533932,12.4910247973874,8.79759991509751,15.7520441835022
"6","Samp",NA,NA,2,"62","1",24,760.222,78258,1899-12-31 12:01:44,-5.472362e-11,-8.106621e-10,-3.694877e-10,-3.637728e-11,22.284846,10.157101,NA,NA,NA,NA,NA,22.284846,10.157101,0.997295114271538,8.42045837736526,14.0365315770758,0.515453903424823,27.2314002936308,16.3360066175022,27.0201592498358,-2.56254221365154e-14,27.0201592498352,0.558895974071311,54186569.1738372,0.556924814072235,12.4109837151784,8.68608959050291,16.1759685229848
"7","Samp",NA,NA,2,"64","1",24,760.222,78437,1899-12-31 12:04:13,-5.452672e-11,-8.071811e-10,-3.707854e-10,-3.624307e-11,22.271327,10.230521,NA,NA,NA,NA,NA,22.271327,10.230521,0.997295114271538,8.42045837736526,14.0365315770758,0.515453903424823,27.2314002936308,16.3360066175022,27.0201592498358,-2.56254221365154e-14,27.0201592498352,0.558895974071311,54186569.1738372,0.556932086451684,12.4036166141577,8.71659652878961,16.2928955486152
"8","Samp",NA,NA,2,"66","1",24,759.968,78594,1899-12-31 12:06:23,-5.435879e-11,-8.055875e-10,-3.665848e-10,-3.616388e-11,22.276025,10.136767,NA,NA,NA,NA,NA,22.276025,10.136767,0.997295114271538,8.41755967302179,14.0316995651798,0.515276460772445,27.2314002936308,16.3360066175022,27.0201592498358,-2.56254221365154e-14,27.0201592498352,0.558895974071311,54186569.1738372,0.556936377486097,12.4063286682897,8.61784686017042,16.1435850560934
"9","Samp",NA,NA,2,"70","1",24,759.968,78743,1899-12-31 12:08:27,-5.414472e-11,-8.043946e-10,-3.631974e-10,-3.577745e-11,22.483286,10.151573,NA,NA,NA,NA,NA,22.483286,10.151573,0.997295114271538,8.41755967302179,14.0316995651798,0.515276460772445,27.2314002936308,16.3360066175022,27.0201592498358,-2.56254221365154e-14,27.0201592498352,0.558895974071311,54186569.1738372,0.556957316802023,12.5222306434525,8.53821427732972,16.1671647556505
"10","Samp",NA,NA,2,"74","1",24,759.714,78894,1899-12-31 12:10:33,-5.405895e-11,-8.000416e-10,-3.720955e-10,-3.553689e-11,22.51299,10.470683,NA,NA,NA,NA,NA,22.51299,10.470683,0.997295114271538,8.41466096867832,14.0268675532837,0.515099018120067,27.2314002936308,16.3360066175022,27.0201592498358,-2.56254221365154e-14,27.0201592498352,0.558895974071311,54186569.1738372,0.556970351923103,12.5390679631413,8.74739497207343,16.6753720990026
"11","Samp",NA,NA,3,"74_bottom","1",24,759.714,79801,1899-12-31 12:23:06,-5.295631e-11,-7.967522e-10,-3.364904e-10,-3.552535e-11,22.427712,9.471841,NA,NA,NA,NA,NA,22.427712,9.471841,0.997295114271538,8.41466096867832,14.0268675532837,0.515099018120067,27.2314002936308,16.3360066175022,27.0201592498351,3.68036393460262e-15,27.0201592498352,0.518818941127642,-998027369.677662,0.554274212745021,12.4311024124721,7.85592845857789,15.0628575902398
"12","Samp",NA,NA,3,"74_bottom","1",24,759.714,79828,1899-12-31 12:23:28,-5.279293e-11,-7.960884e-10,-3.359604e-10,-3.549977e-11,22.425169,9.463735,NA,NA,NA,NA,NA,22.425169,9.463735,0.997295114271538,8.41466096867832,14.0268675532837,0.515099018120067,27.2314002936308,16.3360066175022,27.0201592498351,3.68036393460262e-15,27.0201592498352,0.518818941127642,-998027369.677662,0.554248683204904,12.4291203888974,7.84355472642076,15.0499667991437
"13","Samp",NA,NA,3,"76","1",24,759.46,80007,1899-12-31 12:25:57,-5.280379e-11,-7.857076e-10,-3.667242e-10,-3.512397e-11,22.369557,10.440855,NA,NA,NA,NA,NA,22.369557,10.440855,0.997295114271538,8.41176226433484,14.0220355413876,0.514921575467689,27.2314002936308,16.3360066175022,27.0201592498351,3.68036393460262e-15,27.0201592498352,0.518818941127642,-998027369.677662,0.553873624519379,12.3899076144829,8.56178684214828,16.6038589525883
"14","Samp",NA,NA,3,"84","1",24,759.46,80166,1899-12-31 12:28:09,-5.277342e-11,-7.852386e-10,-3.617892e-10,-3.485224e-11,22.530509,10.380659,NA,NA,NA,NA,NA,22.530509,10.380659,0.997295114271538,8.41176226433484,14.0220355413876,0.514921575467689,27.2314002936308,16.3360066175022,27.0201592498351,3.68036393460262e-15,27.0201592498352,0.518818941127642,-998027369.677662,0.553602430542217,12.4729445437533,8.44657105310026,16.5081305957143
"15","Samp",NA,NA,3,"WSP","1",24,759.46,80315,1899-12-31 12:30:13,-5.266355e-11,-7.877916e-10,-3.786557e-10,-3.512063e-11,22.431025,10.781577,NA,NA,NA,NA,NA,22.431025,10.781577,0.997295114271538,8.41176226433484,14.0220355413876,0.514921575467689,27.2314002936308,16.3360066175022,27.0201592498351,3.68036393460262e-15,27.0201592498352,0.518818941127642,-998027369.677662,0.553870291107965,12.4238783466,8.84034756900266,17.1457015536055
"16","Samp",NA,NA,3,"LakeWash","1",24,759.46,80469,1899-12-31 12:32:21,-5.289211e-11,-7.776668e-10,-3.84013e-10,-3.4659e-11,22.437658,11.07975,NA,NA,NA,NA,NA,22.437658,11.07975,0.997295114271538,8.41176226433484,14.0220355413876,0.514921575467689,27.2314002936308,16.3360066175022,27.0201592498351,3.68036393460262e-15,27.0201592498352,0.518818941127642,-998027369.677662,0.5534095717333,12.4172147044783,8.96542265444682,17.619879428451
